chromo	strand	start	end	count	alt3	alt5	alt3+5	skip	constitLevel	inclLevel	3usageLevel	5usageLevel	OnlyESTexonCount	genename
chr1	-	1738921	1739057	15	0	0	0	3	0.833	0.833	1	1	0	SLC35E2
chr1	-	1739235	1739704	6	0	0	0	3	0.667	0.667	1	1	0	SLC35E2
chr1	-	1753566	1753649	69	0	0	0	2	0.972	0.972	1	1	0	NADK
chr1	-	1754050	1754208	22	0	0	0	2	0.917	0.917	1	1	2	NADK
chr1	-	1773532	1773583	5	0	0	0	114	0.042	0.042	1	1	0	NADK
chr1	-	1815755	1815862	222	0	0	0	3	0.987	0.987	1	1	4	GNB1
chr1	-	1817836	1817875	265	0	0	0	4	0.985	0.985	1	1	3	GNB1
chr1	-	1852569	1852680	5	0	0	0	173	0.028	0.028	1	1	0	GNB1
chr1	-	1853151	1853297	5	0	0	0	171	0.028	0.028	1	1	0	GNB1
chr1	-	1879786	1879902	4	0	0	0	169	0.023	0.023	1	1	0	GNB1
chr1	+	1916440	1916615	4	0	0	0	1	0.8	0.8	1	1	0	CALML6
chr1	+	2056483	2056573	57	0	0	0	1	0.983	0.983	1	1	0	PRKCZ
chr1	+	2135261	2135347	653	0	0	0	2	0.997	0.997	1	1	4	PRKCZ
chr1	+	2146026	2146108	403	0	0	0	6	0.985	0.985	1	1	4	PRKCZ
chr1	-	2189712	2189781	5	0	0	0	12	0.294	0.294	1	1	0	FAAP20
chr1	-	2357431	2357598	4	0	0	0	1	0.8	0.8	1	1	0	MORN1
chr1	-	2358591	2358715	10	0	0	0	1	0.909	0.909	1	1	0	MORN1
chr1	-	2389924	2389996	20	0	0	0	9	0.69	0.69	1	1	0	MORN1
chr1	+	2399414	2399514	303	0	0	0	2	0.993	0.993	1	1	3	RER1
chr1	+	2497501	2497609	9	0	0	0	1	0.9	0.9	1	1	0	PLCH2
chr1	-	2521717	2521800	177	0	0	0	5	0.973	0.973	1	1	0	PANK4
chr1	-	2623043	2623162	4	0	0	0	19	0.174	0.174	1	1	0	MMEL1
chr1	-	2629330	2629521	16	0	0	0	2	0.889	0.889	1	1	0	MMEL1
chr1	-	3493995	3494124	9	0	0	0	2	0.818	0.818	1	1	2	MEGF6
chr1	+	3625423	3625515	69	0	0	0	1	0.986	0.986	1	1	2	TPRG1L
chr1	+	3729999	3730148	14	0	0	0	3	0.824	0.824	1	1	1	TP73
chr1	+	3731462	3731556	12	0	0	0	2	0.857	0.857	1	1	0	TP73
chr1	-	3836494	3836692	5	0	0	0	4	0.556	0.556	1	1	1	CEP104
chr1	-	3848607	3848781	17	0	0	0	2	0.895	0.895	1	1	0	CEP104
chr1	+	3867973	3868053	17	0	0	0	1	0.944	0.944	1	1	0	DFFB
chr1	+	3869604	3869775	16	0	0	0	1	0.941	0.941	1	1	0	DFFB
chr1	+	3872471	3872572	16	0	0	0	1	0.941	0.941	1	1	1	DFFB
chr1	+	3995641	3995691	5	0	0	0	1	0.833	0.833	1	1	0	onlyEST
chr1	+	3995784	3995830	4	0	0	0	1	0.8	0.8	1	1	0	onlyEST
chr1	-	5887285	5887466	17	0	0	0	1	0.944	0.944	1	1	0	NPHP4
chr1	-	5890867	5891028	16	0	0	0	7	0.696	0.696	1	1	1	NPHP4
chr1	-	5907114	5907222	11	0	0	0	2	0.846	0.846	1	1	0	NPHP4
chr1	-	5909151	5909213	10	0	0	0	2	0.833	0.833	1	1	0	NPHP4
chr1	-	5952699	5952836	11	0	0	0	1	0.917	0.917	1	1	0	NPHP4
chr1	-	5978269	5978413	15	0	0	0	4	0.789	0.789	1	1	0	NPHP4
chr1	+	6018634	6018835	10	0	0	0	628	0.016	0.016	1	1	0	KCNAB2
chr1	+	6041830	6041872	715	0	0	0	114	0.862	0.862	1	1	1	KCNAB2
chr1	+	6051510	6051754	7	0	0	0	828	0.008	0.008	1	1	0	KCNAB2
chr1	-	6106394	6106509	5	0	0	0	4	0.556	0.556	1	1	0	CHD5
chr1	-	6197651	6197756	936	0	0	0	1	0.999	0.999	1	1	4	RPL22
chr1	+	6210869	6210938	4	0	0	0	1	0.8	0.8	1	1	0	RNF207
chr1	+	6211020	6211118	11	0	0	0	1	0.917	0.917	1	1	0	RNF207
chr1	+	6211866	6212053	12	0	0	0	1	0.923	0.923	1	1	1	RNF207
chr1	-	6233473	6233643	36	0	0	0	8	0.818	0.818	1	1	1	ICMT
chr1	-	6281101	6281286	52	0	0	0	1	0.981	0.981	1	1	4	ACOT7
chr1	-	6419240	6419340	22	0	0	0	6	0.786	0.786	1	1	0	HES2
chr1	-	6464374	6464453	33	0	0	0	2	0.943	0.943	1	1	0	TNFRSF25
chr1	-	6464551	6464719	48	0	0	0	1	0.98	0.98	1	1	2	TNFRSF25
chr1	-	6465087	6465222	48	0	0	0	5	0.906	0.906	1	1	3	TNFRSF25
chr1	-	6541829	6541927	27	0	0	0	2	0.931	0.931	1	1	0	NOL9
chr1	-	6550395	6550615	14	0	0	0	1	0.933	0.933	1	1	0	NOL9
chr1	+	6574630	6575392	5	0	0	0	6	0.455	0.455	1	1	0	TAS1R1
chr1	+	6576414	6576627	8	0	0	0	1	0.889	0.889	1	1	0	TAS1R1
chr1	+	6576949	6577070	8	0	0	0	1	0.889	0.889	1	1	0	TAS1R1
chr1	+	6580540	6581299	5	0	0	0	1	0.833	0.833	1	1	1	ZBTB48
chr1	+	6616756	6616858	59	0	0	0	1	0.983	0.983	1	1	1	PHF13
chr1	+	6619802	6620337	14	0	0	0	1	0.933	0.933	1	1	0	PHF13
chr1	-	6636116	6636246	44	0	0	0	1	0.978	0.978	1	1	2	DNAJC11
chr1	-	6637446	6637504	45	0	0	0	1	0.978	0.978	1	1	0	DNAJC11
chr1	-	6639901	6640057	36	0	0	0	3	0.923	0.923	1	1	0	DNAJC11
chr1	-	6644557	6644674	51	0	0	0	1	0.981	0.981	1	1	0	DNAJC11
chr1	-	6645040	6645126	53	0	0	0	1	0.981	0.981	1	1	0	DNAJC11
chr1	-	6651528	6651602	87	0	0	0	1	0.989	0.989	1	1	3	DNAJC11
chr1	-	6652828	6652951	95	0	0	0	2	0.979	0.979	1	1	4	DNAJC11
chr1	-	6667708	6667810	342	0	0	0	2	0.994	0.994	1	1	5	DNAJC11
chr1	-	6678393	6678467	343	0	0	0	10	0.972	0.972	1	1	3	DNAJC11
chr1	-	6680907	6681037	352	0	0	0	2	0.994	0.994	1	1	3	DNAJC11
chr1	+	6820180	6820250	42	0	0	0	12	0.778	0.778	1	1	1	CAMTA1
chr1	+	6871756	6871840	16	0	0	0	9	0.64	0.64	1	1	0	CAMTA1
chr1	+	6886239	6886346	19	0	0	0	42	0.311	0.311	1	1	0	CAMTA1
chr1	+	7755637	7755668	4	0	0	0	7	0.364	0.364	1	1	0	CAMTA1
chr1	+	7773441	7773511	660	0	0	0	4	0.994	0.994	1	1	6	VAMP3
chr1	+	7778117	7778169	680	0	0	0	2	0.997	0.997	1	1	4	VAMP3
chr1	+	7786720	7786836	15	0	0	0	2	0.882	0.882	1	1	0	PER3
chr1	+	7965323	7965425	628	0	0	0	2	0.997	0.997	1	1	10	PARK7
chr1	+	7969344	7969404	638	0	0	0	3	0.995	0.995	1	1	13	PARK7
chr1	+	7977651	7977738	495	0	0	0	5	0.99	0.99	1	1	10	PARK7
chr1	-	8358195	8358916	8	0	0	0	1	0.889	0.889	1	1	3	RERE
chr1	-	8359763	8359986	15	0	0	0	1	0.938	0.938	1	1	1	RERE
chr1	-	8508626	8508675	17	0	0	0	1	0.944	0.944	1	1	0	RERE
chr1	-	8614560	8614686	6	0	0	0	4	0.6	0.6	1	1	0	RERE
chr1	-	8870824	8870883	12	0	0	0	8107	0.001	0.001	1	1	2	ENO1
chr1	-	9041784	9041937	51	0	0	0	1	0.981	0.981	1	1	0	SLC2A5
chr1	-	9069503	9069594	131	0	0	0	6	0.956	0.956	1	1	3	SLC2A5
chr1	-	9072303	9072385	16	0	0	0	92	0.148	0.148	1	1	0	SLC2A5
chr1	-	9105485	9105680	4	0	0	0	1	0.8	0.8	1	1	0	GPR157
chr1	+	9567283	9567361	44	0	0	0	3	0.936	0.936	1	1	2	SLC25A33
chr1	+	9573345	9573412	43	0	0	0	1	0.977	0.977	1	1	0	SLC25A33
chr1	+	9610505	9610805	4	0	0	0	1	0.8	0.8	1	1	1	TMEM201
chr1	+	9611752	9611890	8	0	0	0	1	0.889	0.889	1	1	1	TMEM201
chr1	+	9691466	9691571	20	0	0	0	4	0.833	0.833	1	1	1	PIK3CD
chr1	+	9710104	9710280	4	0	0	0	30	0.118	0.118	1	1	0	PIK3CD
chr1	+	9710423	9710596	30	0	0	0	2	0.938	0.938	1	1	0	PIK3CD
chr1	+	9715540	9715769	19	0	0	0	2	0.905	0.905	1	1	2	PIK3CD
chr1	+	9715848	9716078	13	0	0	0	2	0.867	0.867	1	1	1	PIK3CD
chr1	+	9716439	9716619	16	0	0	0	2	0.889	0.889	1	1	0	PIK3CD
chr1	+	9717536	9717626	20	0	0	0	2	0.909	0.909	1	1	1	PIK3CD
chr1	+	9718693	9718915	21	0	0	0	2	0.913	0.913	1	1	0	PIK3CD
chr1	+	9719920	9720017	28	0	0	0	2	0.933	0.933	1	1	0	PIK3CD
chr1	+	9720111	9720242	25	0	0	0	2	0.926	0.926	1	1	0	PIK3CD
chr1	+	9721126	9721248	21	0	0	0	2	0.913	0.913	1	1	2	PIK3CD
chr1	+	9721443	9721587	19	0	0	0	2	0.905	0.905	1	1	0	PIK3CD
chr1	+	9721760	9721860	23	0	0	0	2	0.92	0.92	1	1	0	PIK3CD
chr1	+	9721974	9722153	23	0	0	0	2	0.92	0.92	1	1	0	PIK3CD
chr1	+	9722243	9722356	22	0	0	0	2	0.917	0.917	1	1	0	PIK3CD
chr1	+	9722527	9722606	26	0	0	0	2	0.929	0.929	1	1	0	PIK3CD
chr1	+	9723124	9723292	22	0	0	0	2	0.917	0.917	1	1	0	PIK3CD
chr1	+	9723968	9724092	26	0	0	0	2	0.929	0.929	1	1	0	PIK3CD
chr1	+	9724275	9724421	33	0	0	0	2	0.943	0.943	1	1	0	PIK3CD
chr1	+	9724803	9724936	41	0	0	0	2	0.953	0.953	1	1	0	PIK3CD
chr1	-	9737497	9737554	66	0	0	0	25	0.725	0.725	1	1	0	CLSTN1
chr1	-	9755113	9755309	61	0	0	0	15	0.803	0.803	1	1	0	CLSTN1
chr1	-	9756480	9756510	16	0	0	0	84	0.16	0.16	1	1	0	CLSTN1
chr1	-	9871186	9871277	53	0	0	0	4	0.93	0.93	1	1	1	CTNNBIP1
chr1	-	9871968	9872088	52	0	0	0	4	0.929	0.929	1	1	0	CTNNBIP1
chr1	-	9877904	9877989	49	0	0	0	5	0.907	0.907	1	1	3	CTNNBIP1
chr1	-	9883704	9883738	11	0	0	0	46	0.193	0.193	1	1	1	CTNNBIP1
chr1	-	9890171	9890366	6	0	0	0	51	0.105	0.105	1	1	0	CTNNBIP1
chr1	-	9894137	9894243	4	0	0	0	54	0.069	0.069	1	1	0	CTNNBIP1
chr1	-	9931890	9931972	27	0	0	0	2	0.931	0.931	1	1	0	LZIC
chr1	-	9932802	9932898	30	0	0	0	2	0.938	0.938	1	1	1	LZIC
chr1	+	9981030	9981170	29	0	0	0	1	0.967	0.967	1	1	0	NMNAT1
chr1	+	10072027	10072214	21	0	0	0	2	0.913	0.913	1	1	0	UBE4B
chr1	+	10121961	10122076	20	0	0	0	1	0.952	0.952	1	1	0	UBE4B
chr1	+	10130499	10130616	22	0	0	0	1	0.957	0.957	1	1	0	UBE4B
chr1	+	10137066	10137205	22	0	0	0	1	0.957	0.957	1	1	2	UBE4B
chr1	+	10273013	10273031	7	0	0	0	11	0.389	0.389	1	1	1	KIF1B
chr1	+	10279096	10279138	6	0	0	0	11	0.353	0.353	1	1	0	KIF1B
chr1	+	10291081	10291161	16	0	0	0	1	0.941	0.941	1	1	0	KIF1B
chr1	+	10292046	10292122	16	0	0	0	1	0.941	0.941	1	1	0	KIF1B
chr1	+	10295085	10295165	16	0	0	0	1	0.941	0.941	1	1	0	KIF1B
chr1	+	10295659	10295766	15	0	0	0	1	0.938	0.938	1	1	0	KIF1B
chr1	+	10296581	10296665	16	0	0	0	1	0.941	0.941	1	1	0	KIF1B
chr1	+	10296896	10297077	17	0	0	0	1	0.944	0.944	1	1	0	KIF1B
chr1	+	10297173	10297246	17	0	0	0	1	0.944	0.944	1	1	0	KIF1B
chr1	+	10320042	10320136	9	0	0	0	1	0.9	0.9	1	1	0	KIF1B
chr1	+	10321708	10321857	8	0	0	0	1	0.889	0.889	1	1	0	KIF1B
chr1	+	10323883	10324062	8	0	0	0	1	0.889	0.889	1	1	0	KIF1B
chr1	+	10324757	10324895	9	0	0	0	1	0.9	0.9	1	1	0	KIF1B
chr1	+	10326110	10326359	10	0	0	0	1	0.909	0.909	1	1	0	KIF1B
chr1	+	10334519	10334638	17	0	0	0	1	0.944	0.944	1	1	0	KIF1B
chr1	+	10336656	10336742	19	0	0	0	1	0.95	0.95	1	1	0	KIF1B
chr1	+	10337073	10337203	17	0	0	0	1	0.944	0.944	1	1	0	KIF1B
chr1	+	10337370	10337533	15	0	0	0	1	0.938	0.938	1	1	0	KIF1B
chr1	+	10339768	10339859	17	0	0	0	1	0.944	0.944	1	1	0	KIF1B
chr1	+	10342049	10342168	18	0	0	0	1	0.947	0.947	1	1	0	KIF1B
chr1	+	10343231	10343287	23	0	0	0	1	0.958	0.958	1	1	0	KIF1B
chr1	+	10345844	10345953	20	0	0	0	1	0.952	0.952	1	1	0	KIF1B
chr1	+	10347760	10347827	41	0	0	0	1	0.976	0.976	1	1	0	KIF1B
chr1	+	10348648	10348733	40	0	0	0	1	0.976	0.976	1	1	0	KIF1B
chr1	+	10352630	10352736	35	0	0	0	1	0.972	0.972	1	1	0	KIF1B
chr1	+	10360928	10361043	37	0	0	0	1	0.974	0.974	1	1	0	KIF1B
chr1	+	10361691	10361825	28	0	0	0	1	0.966	0.966	1	1	0	KIF1B
chr1	+	10363282	10363344	31	0	0	0	1	0.969	0.969	1	1	0	KIF1B
chr1	+	10365099	10365245	29	0	0	0	1	0.967	0.967	1	1	0	KIF1B
chr1	+	10365408	10365648	21	0	0	0	1	0.955	0.955	1	1	0	KIF1B
chr1	+	10368466	10368538	22	0	0	0	1	0.957	0.957	1	1	0	KIF1B
chr1	+	10371140	10371262	17	0	0	0	1	0.944	0.944	1	1	0	KIF1B
chr1	+	10374315	10374465	19	0	0	0	1	0.95	0.95	1	1	0	KIF1B
chr1	+	10374853	10375046	23	0	0	0	1	0.958	0.958	1	1	0	KIF1B
chr1	+	10375254	10375373	23	0	0	0	1	0.958	0.958	1	1	0	KIF1B
chr1	+	10399628	10399704	554	0	0	0	2	0.996	0.996	1	1	6	PGD
chr1	+	10403070	10403136	659	0	0	0	23	0.966	0.966	1	1	7	PGD
chr1	+	10408070	10408140	312	0	0	0	2	0.994	0.994	1	1	6	PGD
chr1	+	10419416	10419539	124	0	0	0	1	0.992	0.992	1	1	6	PGD
chr1	+	10433841	10433965	27	0	0	0	4	0.871	0.871	1	1	0	"APITD1,APITD1-CORT"
chr1	+	10434656	10434690	33	0	0	0	1	0.971	0.971	1	1	2	"APITD1,APITD1-CORT"
chr1	+	10440346	10440413	31	0	0	0	1	0.969	0.969	1	1	0	"APITD1,APITD1-CORT"
chr1	-	10463430	10463620	109	0	0	0	6	0.948	0.948	1	1	5	DFFA
chr1	-	10467189	10467332	183	0	0	0	1	0.995	0.995	1	1	0	DFFA
chr1	-	10469176	10469338	200	0	0	0	2	0.99	0.99	1	1	2	DFFA
chr1	+	10536212	10536297	170	0	0	0	2	0.988	0.988	1	1	2	PEX14
chr1	+	10599237	10599366	161	0	0	0	8	0.953	0.953	1	1	1	PEX14
chr1	-	10957022	10957107	6	0	0	0	2	0.75	0.75	1	1	1	C1orf127
chr1	+	11015523	11015646	7	0	0	0	817	0.008	0.008	1	1	0	TARDBP
chr1	+	11016843	11017007	705	0	0	0	9	0.987	0.987	1	1	3	"RP4-635E18.9,TARDBP"
chr1	-	11073933	11074008	41	0	0	0	2	0.953	0.953	1	1	1	EXOSC10
chr1	-	11108180	11108286	42	0	0	0	1	0.977	0.977	1	1	1	MTOR
chr1	-	11109289	11109370	42	0	0	0	1	0.977	0.977	1	1	1	MTOR
chr1	-	11109648	11109729	45	0	0	0	1	0.978	0.978	1	1	1	MTOR
chr1	-	11112851	11112917	44	0	0	0	1	0.978	0.978	1	1	0	MTOR
chr1	-	11114317	11114453	20	0	0	0	1	0.952	0.952	1	1	0	MTOR
chr1	-	11114812	11114887	22	0	0	0	1	0.957	0.957	1	1	1	MTOR
chr1	-	11115395	11115468	17	0	0	0	1	0.944	0.944	1	1	0	MTOR
chr1	-	11117003	11117086	15	0	0	0	1	0.938	0.938	1	1	0	MTOR
chr1	-	11121245	11121368	19	0	0	0	1	0.95	0.95	1	1	0	MTOR
chr1	-	11121978	11122126	26	0	0	0	1	0.963	0.963	1	1	0	MTOR
chr1	-	11124497	11124633	17	0	0	0	1	0.944	0.944	1	1	0	MTOR
chr1	-	11126621	11126796	14	0	0	0	1	0.933	0.933	1	1	0	MTOR
chr1	-	11127009	11127144	16	0	0	0	1	0.941	0.941	1	1	0	MTOR
chr1	-	11127623	11127806	14	0	0	0	1	0.933	0.933	1	1	1	MTOR
chr1	-	11128003	11128126	15	0	0	0	1	0.938	0.938	1	1	0	MTOR
chr1	-	11128453	11128552	19	0	0	0	1	0.95	0.95	1	1	1	MTOR
chr1	-	11128854	11128951	19	0	0	0	1	0.95	0.95	1	1	1	MTOR
chr1	-	11129737	11129838	23	0	0	0	1	0.958	0.958	1	1	0	MTOR
chr1	-	11133079	11133197	23	0	0	0	1	0.958	0.958	1	1	0	MTOR
chr1	-	11134350	11134466	20	0	0	0	1	0.952	0.952	1	1	0	MTOR
chr1	-	11139303	11139435	18	0	0	0	1	0.947	0.947	1	1	0	MTOR
chr1	+	11285643	11285732	8	0	0	0	1	0.889	0.889	1	1	0	UBIAD1
chr1	+	11292048	11292147	4	0	0	0	2	0.667	0.667	1	1	0	UBIAD1
chr1	+	11658532	11658628	20	0	0	0	72	0.217	0.217	1	1	3	FBXO44
chr1	+	11671927	11672023	25	0	0	0	1	0.962	0.962	1	1	0	FBXO6
chr1	+	11745802	11745837	96	0	0	0	2	0.98	0.98	1	1	1	AGTRAP
